tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
1982-201,Guaruja,Clay,32,A,19820118,1,100309,1,NA,Raul Ramirez,R,183,MEX,28.5804243669,108063,NA,NA,Renato Joaquim,R,NA,BRA,NA,7-6 6-1,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,2,100701,NA,NA,Marko Ostoja,R,175,CRO,21.2457221081,100426,NA,Q,Hans Peter Kandler,R,185,AUT,25.7960301164,7-5 6-0,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,3,100782,NA,NA,Pablo Arraya,R,180,PER,20.2436687201,100259,NA,NA,Peter Feigl,R,183,AUT,30.135523614,7-5 6-7 4-3 RET,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,4,100585,5,NA,Van Winitsky,L,185,USA,22.855578371,100394,NA,NA,Angel Gimenez,R,163,ESP,26.2751540041,6-2 7-5,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,91,NA
1982-201,Guaruja,Clay,32,A,19820118,5,100099,NA,Q,Thomaz Koch,L,NA,BRA,36.6899383984,100345,3,NA,Pat Dupre,R,190,USA,27.3401779603,6-4 6-4,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA
1982-201,Guaruja,Clay,32,A,19820118,6,100393,NA,NA,Marcos Hocevar,R,185,BRA,26.3134839151,100572,NA,Q,Ney Keller,R,NA,BRA,23.1293634497,2-6 6-0 6-4,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,7,100646,NA,NA,Claudio Panatta,R,178,ITA,21.9603011636,100651,NA,NA,Alejandro Ganzabal,R,180,ARG,21.9219712526,7-5 6-0,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,8,100273,8,NA,Kim Warwick,R,183,AUS,29.7796030116,100652,NA,NA,Cassio Motta,R,180,BRA,21.9055441478,6-2 6-2,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,9,100203,6,NA,Phil Dent,R,183,AUS,31.9260780287,100240,NA,NA,Joao Soares,R,185,BRA,30.7351129363,6-4 6-1,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,96,NA
1982-201,Guaruja,Clay,32,A,19820118,10,100789,NA,NA,Ivan Dupasquier,R,NA,SUI,20.1533196441,100307,NA,NA,Paul Torre,R,180,FRA,28.6707734428,6-4 3-6 6-4,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,11,100398,NA,NA,Julio Goes,R,180,BRA,26.2340862423,100336,NA,NA,Guillermo Aubone,L,NA,ARG,27.613963039,6-4 6-1,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,12,100174,4,NA,Manuel Orantes,L,178,ESP,32.9472963723,107298,NA,Q,Javier Restrepo,R,NA,COL,NA,6-1 6-3,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,13,100640,NA,NA,Stefan Simonsson,R,175,SWE,22.0369609856,100477,7,NA,Gianni Ocleppo,R,183,ITA,24.7857631759,3-2 RET,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA
1982-201,Guaruja,Clay,32,A,19820118,14,100661,NA,NA,Damir Keretic,R,178,GER,21.8151950719,100323,NA,NA,Givaldo Barbosa,R,183,BRA,27.9808350445,3-6 6-1 6-3,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,15,100609,NA,NA,Zoltan Kuharszky,R,183,HUN,22.5325119781,100160,NA,NA,Georges Goven,R,173,FRA,33.7303216975,7-6 6-1,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,16,100221,2,NA,Carlos Kirmayr,R,173,BRA,31.3210130048,100228,NA,NA,Kjell Johansson,R,NA,SWE,30.932238193,6-3 6-1,3,R32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA
1982-201,Guaruja,Clay,32,A,19820118,17,100309,1,NA,Raul Ramirez,R,183,MEX,28.5804243669,100701,NA,NA,Marko Ostoja,R,175,CRO,21.2457221081,6-0 6-1,3,R16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA
